Token	Repeticiones	#Documentos	IDF
elkerulhetetlennek	2	2	2.403121
elkerulhetetlensege	1	1	2.704151
elkerulhetetlenvaltoztatasra	1	1	2.704151
elkerulheto	1	1	2.704151
elkerulik	1	1	2.704151
elkeruljunkminden	1	1	2.704151
elkerulne	1	1	2.704151
elkerulnek	1	1	2.704151
elkerulni	3	3	2.227029
elkerulo	1	1	2.704151
elkerulte	1	1	2.704151
elkerultem	1	1	2.704151
elkeseredes	1	1	2.704151
elkeseredesuk	1	1	2.704151
elkeseredesukben	1	1	2.704151
elkeseredett	1	1	2.704151
elkeseredettebben	1	1	2.704151
elkeseredettek	1	1	2.704151
elkeseredetten	1	1	2.704151
elkeseredettenkuzdott	1	1	2.704151
elkeserito	2	2	2.403121
elkeseritoen	1	1	2.704151
elkesett	2	2	2.403121
elkesettlehet	1	1	2.704151
elkeszitesekor	1	1	2.704151
elkeszitesenek	3	2	2.403121
elkeszitesere	1	1	2.704151
elkesziteset	1	1	2.704151
elkeszitett	1	1	2.704151
elkesziti	1	1	2.704151
elkeszitik	1	1	2.704151
elkeszitiratifikacios	1	1	2.704151
elkeszulne	1	1	2.704151
elkeszulnek	2	2	2.403121
elkeszult	3	3	2.227029
elkeszulte	1	1	2.704151
elkeszultek	1	1	2.704151
elkezdenek	1	1	2.704151
elkezdeseutan	1	1	2.704151
elkezdett	1	1	2.704151
elkezdhetnenk	1	1	2.704151
elkezdi	1	1	2.704151
elkezdjuk	1	1	2.704151
elkezdodott	2	2	2.403121
elkezdodtek	1	1	2.704151
elkezdtek	3	2	2.403121
elkhart	2	2	2.403121
elkhorn	2	2	2.403121
elkiserte	1	1	2.704151
elkivanjak	1	1	2.704151
elkobzasa	1	1	2.704151
elkobzasaval	1	1	2.704151
elkobzott	3	3	2.227029
elkogyavetyelni	1	1	2.704151
elkoltott	1	1	2.704151
elkoltotte	1	1	2.704151
elkoltozest	1	1	2.704151
elkomunizalt	1	1	2.704151
elkonyvelhetnek	1	1	2.704151
elkopnanak	1	1	2.704151
elkotelezett	1	1	2.704151
elkotelezetten	1	1	2.704151
elkotelezettnek	1	1	2.704151
elkotelezettseg	1	1	2.704151
elkotelezettsegu	2	2	2.403121
elkotelezettseguket	3	2	2.403121
elkotelezni	1	1	2.704151
elkotelezte	1	1	2.704151
elkottyantotta	1	1	2.704151
elkotyavetyelesebol	1	1	2.704151
elkotyavetyeleset	1	1	2.704151
elkotyavetyelesevel	1	1	2.704151
elkotyavetyelte	1	1	2.704151
elkotyavetyeltek	3	3	2.227029
elkovetes	1	1	2.704151
elkoveteseert	1	1	2.704151
elkovetesen	1	1	2.704151
elkovetesere	2	2	2.403121
elkovetesevel	1	1	2.704151
elkovetett	13	12	1.624969
elkovetettmerenylet	1	1	2.704151
elkovetkezendo	2	1	2.704151
elkovetkezo	3	3	2.227029
elkoveto	1	1	2.704151
elkovetoi	1	1	2.704151
elkovetok	1	1	2.704151
elkovetokettanukent	1	1	2.704151
elkovetonemzetek	1	1	2.704151
elkovetot	1	1	2.704151
elkovettek	1	1	2.704151
elkpro	1	1	2.704151
elkraft	1	1	2.704151
elkton	1	1	2.704151
elkue	1	1	2.704151
elkuldenunk	1	1	2.704151
elkuldi	1	1	2.704151
elkuldom	1	1	2.704151
elkuldott	1	1	2.704151
elkuldte	1	1	2.704151
elkuldtuk	1	1	2.704151
elkuldve	1	1	2.704151
elkulkereskedelmi	1	1	2.704151
elkullog	1	1	2.704151
elkulonitettlakohelyre	1	1	2.704151
elkulonulo	1	1	2.704151
elkvalley	2	2	2.403121
ell	1	1	2.704151
ella	2	2	2.403121
ellas	2	2	2.403121
ellatas	7	5	2.005181
ellatasa	3	3	2.227029
ellatashoz	1	1	2.704151
ellatasi	2	1	2.704151
ellatasok	1	1	2.704151
ellatasokat	1	1	2.704151
ellatast	4	3	2.227029
ellathassuk	1	1	2.704151
ellatni	7	6	1.925999
ellato	3	3	2.227029
ellatoelelmezesi	1	1	2.704151
ellatogat	1	1	2.704151
ellatogatott	2	2	2.403121
ellatohalozatot	1	1	2.704151
ellatorendszer	1	1	2.704151
ellavirozni	1	1	2.704151
ellehetetlenedes	1	1	2.704151
ellehetetleniteni	1	1	2.704151
ellehetetlenitese	2	2	2.403121
ellehetetlenitesevel	2	1	2.704151
ellehetetlenulesehez	1	1	2.704151
ellehetetlenulne	1	1	2.704151
ellen	206	40	1.102091
ellenallas	3	3	2.227029
ellenallasbautkozik	1	1	2.704151
ellenallasnak	1	1	2.704151
ellenallni	1	1	2.704151
ellenallo	1	1	2.704151
ellenallok	1	1	2.704151
ellenanyag	1	1	2.704151
ellenanyagot	1	1	2.704151
ellenben	2	2	2.403121
ellender	1	1	2.704151
ellene	14	11	1.662758
elleneben	4	3	2.227029
ellenebenvalositja	1	1	2.704151
elleneinditott	1	1	2.704151
ellenem	3	2	2.403121
ellenemre	1	1	2.704151
ellenerdeku	2	2	2.403121
ellenere	61	28	1.256992
ellenerea	1	1	2.704151
ellenertek	1	1	2.704151
ellenerteke	1	1	2.704151
ellenerteket	2	1	2.704151
ellenervekkel	2	1	2.704151
ellenerzesenek	1	1	2.704151
ellenes	5	4	2.102091
ellenesen	1	1	2.704151
elleness	1	1	2.704151
ellenessegenek	1	1	2.704151
ellenetek	1	1	2.704151
ellenezne	1	1	2.704151
elleneztek	1	1	2.704151
ellenfeheroroszorszag	1	1	2.704151
ellenfel	1	1	2.704151
ellenfeleink	1	1	2.704151
ellenfeleit	3	3	2.227029
ellenfelek	1	1	2.704151
ellenfelekre	1	1	2.704151
ellenfelenekfenykepet	1	1	2.704151
ellenfelet	2	2	2.403121
ellenfellepni	1	1	2.704151
ellenforditas	1	1	2.704151
ellenforradalom	1	1	2.704151
ellenhatarozott	1	1	2.704151
elleni	67	27	1.272787
ellenieljarasok	1	1	2.704151
ellenifellepest	1	1	2.704151
elleninyomozohivatalt	1	1	2.704151
ellenis	1	1	2.704151
ellenitiltakozas	1	1	2.704151
ellenkellene	1	1	2.704151
ellenkez	1	1	2.704151
ellenkezik	2	2	2.403121
ellenkezo	12	9	1.749908
ellenkezoje	3	2	2.403121
ellenkezojeben	1	1	2.704151
ellenkezojere	2	2	2.403121
ellenkezojet	4	4	2.102091
ellenkezoleg	3	3	2.227029
ellenkisgazdapart	1	1	2.704151
ellenorizetlen	1	1	2.704151
ellenorizhetetlen	4	2	2.403121
ellenorizhetetlenne	1	1	2.704151
ellenorizheto	1	1	2.704151
ellenorizhetosege	1	1	2.704151
ellenoriznek	1	1	2.704151
ellenorizni	2	2	2.403121
ellenorizte	2	2	2.403121
ellenoriztem	1	1	2.704151
ellenorizzek	2	2	2.403121
ellenorzes	2	2	2.403121
ellenorzeseketvegzett	1	1	2.704151
ellenorzesere	1	1	2.704151
ellenorzeserehivatott	1	1	2.704151
ellenorzeset	1	1	2.704151
ellenorzesi	6	4	2.102091
ellenorzesre	1	1	2.704151
ellenorzesrol	1	1	2.704151
ellenorzesseltorteno	1	1	2.704151
ellenorzest	2	2	2.403121
ellenorzestol	1	1	2.704151
ellenorzi	1	1	2.704151
ellenorzik	2	2	2.403121
ellenorzo	3	2	2.403121
ellenorzovizsgalatoknak	1	1	2.704151
ellenrmondo	1	1	2.704151
ellens	1	1	2.704151
ellensburg	3	3	2.227029
ellenseg	6	4	2.102091
ellensege	3	2	2.403121
ellensegei	3	3	2.227029
ellensegeinek	1	1	2.704151
ellensegeink	1	1	2.704151
ellensegeit	1	1	2.704151
ellensegeive	1	1	2.704151
ellensegeka	1	1	2.704151
ellensegekvesznek	1	1	2.704151
ellensegenek	1	1	2.704151
ellenseges	5	5	2.005181
ellensegeserzelmu	1	1	2.704151
ellensegeskedes	1	1	2.704151
ellensegeskedest	1	1	2.704151
ellenseget	1	1	2.704151
ellensegetellensegnek	1	1	2.704151
ellensegge	1	1	2.704151
ellensegnek	1	1	2.704151
ellensulyozando	1	1	2.704151
ellensulyozni	1	1	2.704151
ellensulyozza	1	1	2.704151
ellenszavazo	1	1	2.704151
ellenszeg	1	1	2.704151
ellenszelben	1	1	2.704151
ellenszenves	1	1	2.704151
ellenszolgaltatas	1	1	2.704151
ellenszolgaltatast	1	1	2.704151
ellent	6	4	2.102091
ellenterteket	1	1	2.704151
ellentesz	1	1	2.704151
ellentet	2	2	2.403121
ellentetben	13	10	1.704151
ellentetek	2	2	2.403121
ellenteteket	1	1	2.704151
ellentetes	9	8	1.801061
ellentetesen	1	1	2.704151
ellentetesnek	1	1	2.704151
ellentetharcbontakozott	1	1	2.704151
ellentettjerol	1	1	2.704151
ellentmond	2	2	2.403121
ellentmondanak	3	3	2.227029
ellentmondani	1	1	2.704151
ellentmondasa	1	1	2.704151
ellentmondasait	1	1	2.704151
ellentmondasaraszeretne	1	1	2.704151
ellentmondasba	1	1	2.704151
ellentmondasos	2	2	2.403121
ellentmondasosan	1	1	2.704151
ellentmondasossaga	1	1	2.704151
ellentmondast	1	1	2.704151
ellentmondo	2	1	2.704151
ellentmondoak	1	1	2.704151
ellentmondoanemlekeznek	1	1	2.704151
ellentmondotorvenyre	1	1	2.704151
ellentmondottak	1	1	2.704151
ellentmondva	1	1	2.704151
ellentuntetes	1	1	2.704151
ellenuk	1	1	2.704151
ellenukfordultak	1	1	2.704151
ellenukre	1	1	2.704151
ellenunk	12	7	1.859052
ellenunkdontsd	1	1	2.704151
ellenv	1	1	2.704151
ellenvelemenye	1	1	2.704151
ellenvelemenyek	2	2	2.403121
ellenvet	2	2	2.403121
ellenveteskent	1	1	2.704151
ellenz	9	3	2.227029
ellenzek	46	20	1.403121
ellenzekben	2	2	2.403121
ellenzeke	6	1	2.704151
ellenzeken	1	1	2.704151
ellenzeket	3	2	2.403121
ellenzeki	78	26	1.289177
ellenzekibe	1	1	2.704151
ellenzekiegyuttmukodes	1	1	2.704151
ellenzekiek	3	3	2.227029
ellenzekieke	1	1	2.704151
ellenzekifelszolalok	1	1	2.704151
ellenzekikent	1	1	2.704151
ellenzekinek	2	2	2.403121
ellenzekipartok	2	2	2.403121
ellenzekipartokban	1	1	2.704151
ellenzekirol	1	1	2.704151
ellenzekisajto	2	1	2.704151
ellenzekisajtotajekoztaton	1	1	2.704151
ellenzekisegben	1	1	2.704151
ellenzekiseget	1	1	2.704151
ellenzekiszolidaritasbol	1	1	2.704151
ellenzekive	1	1	2.704151
ellenzekkel	2	2	2.403121
ellenzekkelegyutt	1	1	2.704151
ellenzekkent	1	1	2.704151
ellenzeknek	3	2	2.403121
ellenzekpartjait	1	1	2.704151
ellenzeserol	1	1	2.704151
ellenzi	13	9	1.749908
ellenzik	2	2	2.403121
ellenzo	6	5	2.005181
ellenzoi	3	2	2.403121
ellenzok	2	2	2.403121
ellep	1	1	2.704151
ellington	2	1	2.704151
elliot	1	1	2.704151
elliptical	1	1	2.704151
ellis	2	2	2.403121
ellison	14	3	2.227029
ellisonmedia	2	2	2.403121
ellman	1	1	2.704151
ello	5	5	2.005181
ellopj	1	1	2.704151
ellopnak	1	1	2.704151
ellopni	1	1	2.704151
ellopott	2	2	2.403121
elloptak	4	3	2.227029
ellos	3	3	2.227029
ellsworth	2	2	2.403121
ellul	1	1	2.704151
elm	9	3	2.227029
elmagyaraztak	1	1	2.704151
elmagyarazzuk	1	1	2.704151
elmarad	2	2	2.403121
elmarado	1	1	2.704151
elmaradott	1	1	2.704151
elmaradottsag	1	1	2.704151
elmaradottsagunkat	1	1	2.704151
elmaradt	21	11	1.662758
elmaradtak	1	1	2.704151
elmaradtvolna	1	1	2.704151
elmarasztaloan	1	1	2.704151
elmarasztaltak	1	1	2.704151
elmebeteg	1	1	2.704151
elmebetegek	1	1	2.704151
elmebetegeket	1	1	2.704151
elmebeteget	1	1	2.704151
elmebetegsegnek	1	1	2.704151
elmelet	1	1	2.704151
elmeletben	1	1	2.704151
elmeletebol	1	1	2.704151
elmeletenek	1	1	2.704151
elmeleti	5	4	2.102091
elmeletileg	2	2	2.403121
elmeletive	1	1	2.704151
elmelkedett	1	1	2.704151
elmelyitesere	1	1	2.704151
elmelyiteset	1	1	2.704151
elmelyul	1	1	2.704151
elmenekult	2	2	2.403121
elmennek	2	2	2.403121
elmenni	1	1	2.704151
elment	4	4	2.102091
elmeny	1	1	2.704151
elmenye	1	1	2.704151
elmenyerol	2	1	2.704151
elmer	3	3	2.227029
elmes	1	1	2.704151
elmeselesebe	1	1	2.704151
elmeselni	1	1	2.704151
elmeselte	2	2	2.403121
elmetorvenyre	1	1	2.704151
elmezonyehez	1	1	2.704151
elmg	1	1	2.704151
elmond	1	1	2.704151
elmondan	3	1	2.704151
elmondani	4	3	2.227029
elmondanunk	1	1	2.704151
elmondasa	2	1	2.704151
elmondhatjuk	1	1	2.704151
elmondhatnek	1	1	2.704151
elmondhatom	1	1	2.704151
elmondhattak	1	1	2.704151
elmondja	1	1	2.704151
elmondjam	1	1	2.704151
elmondott	5	5	2.005181
elmondotta	1	1	2.704151
elmondottak	2	2	2.403121
elmondottakat	2	2	2.403121
elmondotteloadasabol	1	1	2.704151
elmondt	1	1	2.704151
elmondta	108	30	1.227029
elmondtak	3	3	2.227029
elmondtam	2	2	2.403121
elmondtuk	1	1	2.704151
elmotyogott	1	1	2.704151
elmozdulas	1	1	2.704151
elmozdulo	1	1	2.704151
elms	3	1	2.704151
elmulasztotta	1	1	2.704151
elmult	53	22	1.361728
elmultevben	1	1	2.704151
eln	14	5	2.005181
elnek	12	6	1.925999
elneka	1	1	2.704151
elnemitott	1	1	2.704151
elnevez	3	2	2.403121
elnevezese	1	1	2.704151
elnevezest	1	1	2.704151
elnevezesu	2	1	2.704151
elnevezesuallamalakulat	1	1	2.704151
elnevezett	4	4	2.102091
elnevezniegy	1	1	2.704151
elnezest	2	2	2.403121
elnezett	1	1	2.704151
elnezo	3	2	2.403121
elnezoen	1	1	2.704151
elnezve	1	1	2.704151
elni	18	9	1.749908
elnok	120	30	1.227029
elnokben	1	1	2.704151
elnoke	165	36	1.147848
elnokea	2	2	2.403121
elnokearfolyamgrafikonokkal	1	1	2.704151
elnokeerdekvedelem	1	1	2.704151
elnokegy	1	1	2.704151
elnokei	3	3	2.227029
elnokekedden	1	1	2.704151
elnokekent	2	2	2.403121
elnokelevelcim	1	1	2.704151
elnokeludovit	1	1	2.704151
elnokenek	9	8	1.801061
elnokenel	1	1	2.704151
elnokeodanyilatkozott	1	1	2.704151
elnokere	3	2	2.403121
elnokerol	1	1	2.704151
elnokeszerint	1	1	2.704151
elnoket	16	13	1.590207
elnoketegnap	1	1	2.704151
elnoketegnapi	2	2	2.403121
elnokeve	2	2	2.403121
elnokevel	5	5	2.005181
elnokfeleseget	1	1	2.704151
elnokfeleslegesnek	1	1	2.704151
elnokhelyettes	2	2	2.403121
elnokhelyettese	1	1	2.704151
elnokhelyetteskent	1	1	2.704151
elnokhelyettesnek	1	1	2.704151
elnokhoz	2	1	2.704151
elnoki	23	15	1.528059
elnokig	1	1	2.704151
elnokirta	1	1	2.704151
elnokjelolt	2	2	2.403121
elnokjeloltje	3	2	2.403121
elnokke	3	3	2.227029
elnokkel	4	3	2.227029
elnoklete	1	1	2.704151
elnoklevelvaltasabolkerem	1	1	2.704151
elnoklo	1	1	2.704151
elnokmarosvasarhelyen	1	1	2.704151
elnokmegvalasztasanak	1	1	2.704151
elnoknek	7	4	2.102091
elnokok	5	2	2.403121
elnokolne	1	1	2.704151
elnokot	17	11	1.662758
elnokotajanlja	1	1	2.704151
elnokseg	15	6	1.925999
elnoksege	23	14	1.558022
elnoksegeben	2	2	2.403121
elnoksegenek	5	4	2.102091
elnoksegere	1	1	2.704151
elnoksegerol	2	2	2.403121
elnokseget	1	1	2.704151
elnoksegetol	1	1	2.704151
elnokseggel	1	1	2.704151
elnokseggiczy	1	1	2.704151
elnoksegi	21	11	1.662758
elnoksegitag	1	1	2.704151
elnoksegnem	1	1	2.704151
elnoksegtagja	1	1	2.704151
elnoktenykedese	1	1	2.704151
elnoktol	1	1	2.704151
elnokurat	1	1	2.704151
elnokvalasztas	4	3	2.227029
elnokvalasztasakor	1	1	2.704151
elnokvalasztasok	1	1	2.704151
elnokvalasztasokat	1	1	2.704151
elnokvalasztason	1	1	2.704151
elnunk	1	1	2.704151
elnyer	1	1	2.704151
elnyereseben	1	1	2.704151
elnyeresere	1	1	2.704151
elnyeresevel	1	1	2.704151
elnyert	1	1	2.704151
elnyerte	2	1	2.704151
elnyom	1	1	2.704151
elnyomas	2	2	2.403121
elnyomasalatt	1	1	2.704151
elnyomasara	1	1	2.704151
elnyomasaval	1	1	2.704151
elnyomassal	1	1	2.704151
elnyomatas	2	1	2.704151
elnyomatasarol	1	1	2.704151
elnyomhatok	1	1	2.704151
elnyomo	1	1	2.704151
elnyomoritott	1	1	2.704151
elnyomorodas	1	1	2.704151
elnyomorodasa	1	1	2.704151
elnyomorodo	1	1	2.704151
elnyomottakkal	1	1	2.704151
elo	74	32	1.199001
eloadas	3	2	2.403121
eloadasaban	6	5	2.005181
eloadasabol	1	1	2.704151
eloadasabolismeri	1	1	2.704151
eloadasanak	2	2	2.403121
eloadasomban	1	1	2.704151
eloadasra	1	1	2.704151
eloadja	2	2	2.403121
eloado	1	1	2.704151
eloadoi	1	1	2.704151
eloadok	2	2	2.403121
eloadonak	1	1	2.704151
eloadott	1	1	2.704151
eloadtak	1	1	2.704151
eloallat	1	1	2.704151
eloallhat	2	1	2.704151
eloallitasat	2	2	2.403121
eloallitasidijanak	1	1	2.704151
eloallitottakat	1	1	2.704151
eloallni	1	1	2.704151
eloallt	2	2	2.403121
elobb	19	14	1.558022
elobbemlitett	1	1	2.704151
elobbi	4	4	2.102091
elobbiek	1	1	2.704151
elobbre	6	4	2.102091
elobbrejutas	1	1	2.704151
eloben	2	1	2.704151
elobukkant	1	1	2.704151
elodazhatatlan	1	1	2.704151
elodazni	1	1	2.704151
elodeik	2	2	2.403121
elodeiknek	1	1	2.704151
elodeink	2	1	2.704151
elodeinknek	1	1	2.704151
elodje	1	1	2.704151
elodjet	1	1	2.704151
elodjetol	1	1	2.704151
elodjevel	1	1	2.704151
elodok	1	1	2.704151
eloeletuek	1	1	2.704151
eloerzeteben	2	1	2.704151
eloestejen	2	2	2.403121
elofeltetele	1	1	2.704151
elofeltetelekent	1	1	2.704151
elofizetes	3	3	2.227029
elofizetesi	1	1	2.704151
elofizetessel	1	1	2.704151
elofizetokkoreben	1	1	2.704151
elofordul	1	1	2.704151
elofordulhat	4	3	2.227029
elofordulhatnak	1	1	2.704151
elofordulo	1	1	2.704151
elofordult	3	3	2.227029
elofordultak	1	1	2.704151
elogica	2	2	2.403121
elohegyi	1	1	2.704151
elohusaba	1	1	2.704151
eloidezojelett	1	1	2.704151
eloiranyoz	1	1	2.704151
eloiranyzata	1	1	2.704151
eloiranyzataival	1	1	2.704151
eloiranyzott	5	4	2.102091
eloiranyzottnak	1	1	2.704151
eloirasai	1	1	2.704151
eloirasait	2	2	2.403121
eloirasaival	1	1	2.704151
eloirasok	3	3	2.227029
eloirasokat	2	1	2.704151
eloirasokkal	1	1	2.704151
eloirja	2	2	2.403121
eloirt	4	4	2.102091
eloirva	1	1	2.704151
eloise	1	1	2.704151
eloitelet	2	1	2.704151
eloiteletek	3	2	2.403121
eloiteletekkel	1	1	2.704151
eloitelettelviseltetniuk	1	1	2.704151
elojogokat	1	1	2.704151
elok	5	5	2.005181
elokarcolt	1	1	2.704151
elokelo	3	3	2.227029
elokerul	1	1	2.704151
elokerult	1	1	2.704151
elokesziteni	1	1	2.704151
elokeszites	1	1	2.704151
elokeszitese	2	2	2.403121
elokeszitesebe	1	1	2.704151
elokeszitesen	1	1	2.704151
elokesziteserol	1	1	2.704151
elokesziteset	3	3	2.227029
elokeszitetlen	1	1	2.704151
elokeszitettek	1	1	2.704151
elokeszito	5	4	2.102091
elokeszitoi	1	1	2.704151
elokeszulet	1	1	2.704151
elokeszuleteirol	1	1	2.704151
elokeszuleteket	1	1	2.704151
eloket	3	2	2.403121
elokotorni	1	1	2.704151
elokrol	1	1	2.704151
elokusznak	1	1	2.704151
elol	7	5	2.005181
eloleg	1	1	2.704151
elolegek	1	1	2.704151
eloleget	1	1	2.704151
eloleglevonas	1	1	2.704151
elolenyeket	1	1	2.704151
elolepett	1	1	2.704151
eloljarosag	1	1	2.704151
eloljarosagaban	1	1	2.704151
eloljarosagi	1	1	2.704151
elolrol	1	1	2.704151
eloltja	1	1	2.704151
elolvadasa	1	1	2.704151
elolvadt	1	1	2.704151
elolvassa	2	2	2.403121
elolvassak	1	1	2.704151
elolvastam	1	1	2.704151
elolyan	1	1	2.704151
elomintegy	1	1	2.704151
elomunkalatokmar	1	1	2.704151
elon	1	1	2.704151
elonemzetreszek	1	1	2.704151
elony	4	3	2.227029
elonyben	3	3	2.227029
elonye	2	2	2.403121
elonyok	2	2	2.403121
elonyokert	2	1	2.704151
elonyokkel	1	1	2.704151
elonyokrol	1	1	2.704151
elonyos	10	4	2.102091
elonyosebb	2	2	2.403121
elonyre	1	1	2.704151
elonyt	6	4	2.102091
elonyugdijazas	1	1	2.704151
elonyugdijazaslehetosegenek	1	1	2.704151
elonyuket	1	1	2.704151
elonyunket	1	1	2.704151
eloprivatizalas	1	1	2.704151
eloquent	3	3	2.227029
elore	24	18	1.448878
elorefigyelmeztettek	1	1	2.704151
elorehaladasa	1	1	2.704151
elorehaladott	1	1	2.704151
elorehaladt	1	1	2.704151
elorejelzesben	1	1	2.704151
elorejelzese	3	3	2.227029
elorejelzesed	1	1	2.704151
elorejelzesek	2	2	2.403121
elorejelzesnel	3	2	2.403121
elorelatast	1	1	2.704151
elorelathato	1	1	2.704151
elorelathatoan	1	1	2.704151
elorelathatokorulmennyel	1	1	2.704151
elorelatoan	1	1	2.704151
elorelepes	1	1	2.704151
elorelepesnek	1	1	2.704151
elorelepest	2	2	2.403121
eloremozditasa	1	1	2.704151
elorenyomulas	1	1	2.704151
elorenyomulasukat	1	1	2.704151
eloretoresselvegrehajthato	1	1	2.704151
eloretoresuk	1	1	2.704151
elorevetiti	1	1	2.704151
elorozta	1	1	2.704151
elorzott	1	1	2.704151
elosegiteni	1	1	2.704151
elosegitesere	2	2	2.403121
elosegiteset	1	1	2.704151
elosegitette	3	3	2.227029
elosegitik	7	1	2.704151
elosegitsek	1	1	2.704151
elosegitsem	1	1	2.704151
eloskodo	1	1	2.704151
eloszeretettel	2	2	2.403121
eloszlatasara	1	1	2.704151
eloszlatva	1	1	2.704151
eloszobajaban	1	1	2.704151
eloszobajat	1	1	2.704151
eloszor	42	24	1.323939
eloszorfogja	1	1	2.704151
eloszornem	1	1	2.704151
eloszorszerepel	1	1	2.704151
eloszt	1	1	2.704151
elosztani	1	1	2.704151
elosztasaban	1	1	2.704151
elosztasarol	2	2	2.403121
elosztasat	1	1	2.704151
elosztjak	1	1	2.704151
elosztjuk	1	1	2.704151
elot	1	1	2.704151
eloterbe	3	3	2.227029
eloteremteni	1	1	2.704151
eloteremtheto	1	1	2.704151
eloterjesztes	8	6	1.925999
eloterjesztesbol	2	2	2.403121
eloterjeszteseben	1	1	2.704151
eloterjesztesenek	1	1	2.704151
eloterjesztesnek	2	2	2.403121
eloterjesztest	4	4	2.102091
eloterjesztette	1	1	2.704151
eloterjesztok	1	1	2.704151
elotorlesztesre	1	1	2.704151
elotorlesztest	1	1	2.704151
elott	148	39	1.113086
elotta	1	1	2.704151
elottaz	1	1	2.704151
elotte	3	3	2.227029
elottem	1	1	2.704151
elottgyultek	1	1	2.704151
elotti	20	14	1.558022
elottiferegtelenitese	1	1	2.704151
elottiseget	1	1	2.704151
elottkeletkezett	1	1	2.704151
elottmaris	1	1	2.704151
elottnincs	1	1	2.704151
elotttartva	1	1	2.704151
elotttiltolistara	1	1	2.704151
elotttortenik	1	1	2.704151
elottuenk	2	1	2.704151
elottuk	1	1	2.704151
elottunk	6	5	2.005181
elougorhatnak	1	1	2.704151
elovenni	1	1	2.704151
eloveszik	1	1	2.704151
elovigyazatossagra	1	1	2.704151
elozekeny	1	1	2.704151
elozekenyen	1	1	2.704151
elozesbe	1	1	2.704151
elozetes	16	9	1.749908
elozetesen	4	4	2.102091
elozetesnek	1	1	2.704151
elozetesnormakontrollt	1	1	2.704151
elozi	1	1	2.704151
elozik	1	1	2.704151
elozmenye	3	3	2.227029
elozmenyek	3	3	2.227029
elozmenyekent	2	2	2.403121
elozo	41	25	1.306211
elozohoz	1	1	2.704151
elozokabinet	2	2	2.403121
elozokormany	2	2	2.403121
elp	2	2	2.403121
elpackaztatok	1	1	2.704151
elpanaszolta	1	1	2.704151
elparolog	1	1	2.704151
elpaso	1	1	2.704151
elpolitizalasa	1	1	2.704151
elpr	1	1	2.704151
elprivatizalt	1	1	2.704151
elpuszt	1	1	2.704151
elpusztitando	1	1	2.704151
elpusztitasanak	1	1	2.704151
elpusztitasat	1	1	2.704151
elpusztitasatol	2	1	2.704151
elpusztitjak	1	1	2.704151
elpusztitottak	1	1	2.704151
elpusztul	2	2	2.403121
elpusztulniaz	1	1	2.704151
elpusztult	1	1	2.704151
elrablasa	2	2	2.403121
elrabolt	1	1	2.704151
elraboltbol	1	1	2.704151
elraboltmutargyakrol	1	1	2.704151
elrejtesere	1	1	2.704151
elrejtett	2	2	2.403121
elrejtettem	1	1	2.704151
elrejtozott	1	1	2.704151
elrendeleset	1	1	2.704151
elrendelnek	1	1	2.704151
elrendelni	2	2	2.403121
elrendelt	4	4	2.102091
elrendezesben	1	1	2.704151
elrendezni	1	1	2.704151
elreteszeltunk	1	1	2.704151
elrettentesul	1	1	2.704151
elrettento	2	2	2.403121
elriaszto	1	1	2.704151
elron	1	1	2.704151
elrugaszkodott	1	1	2.704151
els	27	5	2.005181
elsaj	2	1	2.704151
else	21	18	1.448878
elsegitseget	1	1	2.704151
elseje	1	1	2.704151
elsejei	1	1	2.704151
elsejeig	2	2	2.403121
elsejen	2	2	2.403121
elsejetol	8	5	2.005181
elsem	1	1	2.704151
elsevier	4	4	2.102091
elseware	1	1	2.704151
elsewhere	10	9	1.749908
elsiettunk	1	1	2.704151
elsiklik	1	1	2.704151
elsimitasaval	1	1	2.704151
elso	138	37	1.135949
elsobbseget	1	1	2.704151
elsobbsegi	1	1	2.704151
elsodleges	3	3	2.227029
elsofazishoz	1	1	2.704151
elsofoku	3	3	2.227029
elsoharom	1	1	2.704151
elsok	3	3	2.227029
elsokent	7	6	1.925999
elsokethavi	1	1	2.704151
elsonek	2	2	2.403121
elsopornie	1	1	2.704151
elsoprese	1	1	2.704151
elsopri	1	1	2.704151
elsopriamerikat	1	1	2.704151
elsopro	2	2	2.403121
elsoranguan	1	1	2.704151
elsore	1	1	2.704151
elsorendu	2	2	2.403121
elsorvasztottaknemzettudatunkat	1	1	2.704151
elsosegelyben	1	1	2.704151
elsosegitesere	1	1	2.704151
elsosorban	32	22	1.361728
elsoszamu	2	2	2.403121
elsoszlovak	1	1	2.704151
elsot	1	1	2.704151
elsotetitesmert	1	1	2.704151
elsoznia	1	1	2.704151
elsullyedt	1	1	2.704151
elsullyeszti	1	1	2.704151
elsz	1	1	2.704151
elszabadul	2	2	2.403121
elszabadulasanak	1	1	2.704151
elszabotalasahoz	1	1	2.704151
elszabotalja	1	1	2.704151
elszak	1	1	2.704151
elszakadasra	1	1	2.704151
elszakadva	1	1	2.704151
elszakitani	1	1	2.704151
elszakitaskor	1	1	2.704151
elszakitott	6	5	2.005181
elszalasztasa	1	1	2.704151
elszalasztottuk	1	1	2.704151
elszallitja	1	1	2.704151
elszallitott	1	1	2.704151
elszamolas	2	2	2.403121
elszamolasban	1	1	2.704151
elszamolasi	2	1	2.704151
elszamolasokban	1	1	2.704151
elszamolhatatlanul	2	1	2.704151
elszamolhato	1	1	2.704151
elszamolni	7	4	2.102091
